iter	Logloss
156	0.1553001809
157	0.1551422405
158	0.1549955063
159	0.154863129
160	0.1547708871
161	0.1546018684
162	0.1543867231
163	0.1542411662
164	0.1541014384
165	0.1539942324
166	0.153865782
167	0.1537486267
168	0.1535643126
169	0.1534504131
170	0.1533466843
171	0.1531452576
172	0.1529720746
173	0.1528703832
174	0.1528115242
175	0.1527003683
176	0.1525987706
177	0.1524666596
178	0.152348227
179	0.1521750959
180	0.1520766039
181	0.1518583254
182	0.1516531125
183	0.1514460788
184	0.1512847654
185	0.1511896969
186	0.1510067672
187	0.1508741627
188	0.1506948461
189	0.1505433033
190	0.1504169347
191	0.1502697137
192	0.1502021084
193	0.150088951
194	0.1499674995
195	0.1497743733
196	0.149653491
197	0.1495444491
198	0.149413586
199	0.149282401
200	0.1490713015
201	0.1489609272
202	0.1487408886
203	0.1486238027
204	0.1485062324
205	0.1484138878
206	0.1483254302
207	0.1482399686
208	0.1480810692
209	0.1479747387
210	0.1478466254
211	0.1477738678
212	0.147603509
213	0.1473624249
214	0.1471901955
215	0.1470506555
216	0.1469383476
217	0.1468278047
218	0.1467543627
219	0.146633091
220	0.1464561553
221	0.1463816687
222	0.1462904985
223	0.1461627335
224	0.1459736603
225	0.1458550865
226	0.1457577944
227	0.1456672588
228	0.1455215464
229	0.1454461213
230	0.1453328775
231	0.1451797788
232	0.14511082
233	0.1449791628
234	0.1447862692
235	0.1447118171
236	0.1445718816
237	0.1444891179
238	0.1443599026
239	0.1441705395
240	0.1440418833
241	0.1438652346
242	0.1437672324
243	0.1436982047
244	0.143603206
245	0.1433991506
246	0.1432920417
247	0.143203596
248	0.1430215088
249	0.1429326054
250	0.142748943
251	0.1427083375
252	0.1426361069
253	0.1425548798
254	0.1425188817
255	0.1423134872
256	0.1421611577
257	0.1420551339
258	0.1419301407
259	0.1418660129
260	0.1417659405
261	0.1416107148
262	0.1414876007
263	0.1414200932
264	0.1413552238
265	0.1412480337
266	0.141058192
267	0.140918875
268	0.1407852328
269	0.1407075225
270	0.1406259248
271	0.1404691033
272	0.1403728956
273	0.1402374855
274	0.1400817451
275	0.1399782871
276	0.1398104551
277	0.139702925
278	0.1396298112
279	0.1393943502
280	0.1392946813
281	0.13926243
282	0.1391491974
283	0.139017361
284	0.1389288125
285	0.1388082432
286	0.1387376175
287	0.138561767
288	0.138421785
289	0.138277577
290	0.1381610829
291	0.1380505163
292	0.1378630957
293	0.1376210482
294	0.1374099237
295	0.137316916
296	0.1372153631
297	0.1370939567
298	0.1369143242
299	0.1368127525
300	0.1366831111
301	0.1364934044
302	0.1363555724
303	0.136198553
304	0.1360775636
305	0.1359444331
306	0.1359047514
307	0.1357364093
308	0.1355087288
309	0.1354256999
310	0.1352012312
311	0.1350856899
312	0.1350056949
313	0.1348668987
314	0.1347497314
315	0.1346479205
316	0.1345513792
317	0.1343651104
318	0.1341610435
319	0.1340533298
320	0.1339602677
321	0.1337773525
322	0.1336608579
323	0.1335768663
324	0.1334870854
325	0.1333250041
326	0.1332459066
327	0.1331597372
328	0.1330217667
329	0.1329685223
330	0.132820111
331	0.1327466788
332	0.1326520825
333	0.1325197759
334	0.1324183782
335	0.1322874082
336	0.1321973035
337	0.1321243853
338	0.1320132244
339	0.1318461294
340	0.1317106714
341	0.1315933279
342	0.1314284716
343	0.1313397105
344	0.1311725534
345	0.1310460033
346	0.1309733207
347	0.1309072353
348	0.1307492419
349	0.1306372564
350	0.1305433964
351	0.1304630902
352	0.1303964291
353	0.1303083944
354	0.1301469333
355	0.1300460793
356	0.1299346665
357	0.129847473
358	0.1297447222
359	0.1296128686
360	0.129429204
361	0.1293546604
362	0.1292957022
363	0.1292297908
364	0.1290609167
365	0.1289288892
366	0.1288405589
367	0.128770289
368	0.1286417516
369	0.1285147296
370	0.1283730722
371	0.1282697255
372	0.1280920962
373	0.1279518484
374	0.1278027365
375	0.1276662635
376	0.1275908411
377	0.1274843181
378	0.1273621708
379	0.12728061
380	0.1271722452
381	0.1270932323
382	0.1270040413
383	0.126881138
384	0.1267367637
385	0.1267095143
386	0.1266350364
387	0.1265749966
388	0.126484566
389	0.1264160635
390	0.1263339464
391	0.1262234317
392	0.1261614027
393	0.126058643
394	0.1259258781
395	0.125780938
396	0.1256689769
397	0.125608016
398	0.1255520379
399	0.1254470799
400	0.1253134745
401	0.1251945732
402	0.1250648271
403	0.1249432243
404	0.124901867
405	0.1248427969
406	0.1247555699
407	0.1247024772
408	0.1246713286
409	0.1246146077
410	0.1244692787
411	0.1244192045
412	0.1243651709
413	0.1243136925
414	0.1242257742
415	0.1241305747
416	0.1239763743
417	0.1239223346
418	0.1238541292
419	0.1237619577
420	0.1236823871
421	0.1235222637
422	0.1234086674
423	0.1233433559
424	0.1232483911
425	0.1231130259
426	0.1229824343
427	0.1228958613
428	0.1227577653
429	0.1225994417
430	0.1225000922
431	0.122354384
432	0.122319422
433	0.1222799631
434	0.1222119503
435	0.1221208273
436	0.1220691046
437	0.1220059795
438	0.1219477528
439	0.1218840379
440	0.1217661412
441	0.1217169275
442	0.1215511395
443	0.1214452759
444	0.1213105993
445	0.1212078838
446	0.1211311447
447	0.121083548
448	0.1209998839
449	0.1209523499
450	0.1207995533
451	0.1207620665
452	0.1207110821
453	0.1206193438
454	0.1205480434
455	0.1204586398
456	0.120430754
457	0.1204056917
458	0.1203461454
459	0.1202630055
460	0.1202172795
461	0.1200569312
462	0.1199044924
463	0.1197862514
464	0.119650666
465	0.1195692394
466	0.1194364975
467	0.1193930511
468	0.1192866476
469	0.1192624279
470	0.1192365408
471	0.1192030427
472	0.1190977495
473	0.1189793808
474	0.1189109442
475	0.1188790507
476	0.1187375117
477	0.1186441271
478	0.1185255448
479	0.1184726007
480	0.1184192504
481	0.1182906545
482	0.1181924114
483	0.1181387373
484	0.1181099543
485	0.1180165513
486	0.1179316492
487	0.1178201565
488	0.1177050643
489	0.1176798853
490	0.1174946512
491	0.1173922673
492	0.1172658417
493	0.1171019672
494	0.1170142977
495	0.1168970319
496	0.1168444601
497	0.116756061
498	0.1165994432
499	0.1164637157
500	0.1163567684
501	0.1163019741
502	0.1162564476
503	0.1161919705
504	0.1160830955
505	0.1159593471
506	0.1158610974
507	0.115756589
508	0.1157326026
509	0.1156408942
510	0.1155180005
511	0.1154331985
512	0.1153181479
513	0.1152586466
514	0.1151681923
515	0.1150970301
516	0.1150084879
517	0.1149782798
518	0.1148280265
519	0.1148059226
520	0.1147244775
521	0.1146758387
522	0.114628636
523	0.1145823027
524	0.1144414744
525	0.114380558
526	0.1143097715
527	0.1142187905
528	0.1141421232
529	0.1141140035
530	0.1139656673
531	0.1139160605
532	0.1138514355
533	0.1137947646
534	0.1137611259
535	0.1136326808
536	0.1135570402
537	0.1134729972
538	0.1133464486
539	0.1133214392
540	0.1132920734
541	0.1132719952
542	0.1131985205
543	0.1131386602
544	0.1130673033
545	0.1130039831
546	0.1129044583
547	0.1128810444
548	0.1127644865
549	0.1127080494
550	0.1126837753
551	0.112621349
552	0.1125392323
553	0.1124338707
554	0.1123843818
555	0.1122845986
556	0.112203547
557	0.1121285206
558	0.1120220916
559	0.1119199599
560	0.1118966989
561	0.1118382145
562	0.1118192359
563	0.1117661871
564	0.1116405335
565	0.1115306495
566	0.1114864677
567	0.111430704
568	0.111382001
569	0.1113029926
570	0.1111786326
571	0.1110844445
572	0.1110640519
573	0.1109761992
574	0.1109149213
575	0.1107999705
576	0.1107549358
577	0.1106939807
578	0.1106491342
579	0.1106238921
580	0.1105606175
581	0.1104948053
582	0.110465702
583	0.1103364752
584	0.1102147384
585	0.1100901251
586	0.1100433333
587	0.1100199288
588	0.1100018764
589	0.1099649002
590	0.1098995084
591	0.1097446714
592	0.1097226743
593	0.1096482932
594	0.1095545892
595	0.1094141619
596	0.1093486452
597	0.1093272392
598	0.10928814
599	0.1092540054
600	0.1091492085
601	0.1090628554
602	0.1089776449
603	0.1089604969
604	0.1089221053
605	0.1089008609
606	0.1088151617
607	0.1086900184
608	0.1086347217
609	0.1086205506
610	0.1085375265
611	0.108501045
612	0.1084030745
613	0.1083370655
614	0.108248683
615	0.1082284157
616	0.108108824
617	0.1079989426
618	0.1079382895
619	0.107831246
620	0.107755808
621	0.1076699232
622	0.1076451953
623	0.1075252676
624	0.107464341
625	0.1073654268
626	0.1073507344
627	0.1072809861
628	0.1072677566
629	0.1071986477
630	0.1070811596
631	0.106969578
632	0.1068639549
633	0.1068087232
634	0.1067122615
635	0.1066726413
636	0.1066437331
637	0.106543827
638	0.1064826666
639	0.1063910325
640	0.106315043
641	0.106236671
642	0.1061293284
643	0.1060571967
644	0.1059400494
645	0.1059259321
646	0.1058335796
647	0.1057494705
648	0.1056548327
649	0.105547377
650	0.1055072905
651	0.1054875702
652	0.1054214449
653	0.1053912545
654	0.1053100415
655	0.1052804612
656	0.1052087847
657	0.1051218728
658	0.1050421497
659	0.1049855801
660	0.1049683606
661	0.1048886577
662	0.1048377433
663	0.1047352464
664	0.1046481001
665	0.1045857287
666	0.1045103484
667	0.1044256501
668	0.104343324
669	0.104208939
670	0.1041353183
671	0.1041172115
672	0.1040642896
673	0.103965689
674	0.1038545472
675	0.1037409539
676	0.1036453617
677	0.1035992161
678	0.1035841211
679	0.1034765365
680	0.1033875898
681	0.1033236802
682	0.103249513
683	0.1031582508
684	0.1031155204
685	0.1030636386
686	0.1029635669
687	0.1029368903
688	0.1028738591
689	0.1028229401
690	0.1027350899
691	0.1027178612
692	0.1026545232
693	0.1025458996
694	0.1024982482
695	0.1024516439
696	0.1024084108
697	0.102335595
698	0.1022904177
699	0.1021515737
700	0.1020777278
701	0.1020509531
702	0.1019820324
703	0.1019187749
704	0.1018384966
705	0.1017709205
706	0.1016619458
707	0.101614141
708	0.1015520566
709	0.1015007666
710	0.101456862
711	0.1014085778
712	0.1013441824
713	0.1012723857
714	0.1012473057
715	0.1012100336
716	0.1011482534
717	0.1011320915
718	0.1010615292
719	0.1009938375
720	0.1009481855
721	0.1009046039
722	0.1008438911
723	0.1007635156
724	0.1007485012
725	0.1007010361
726	0.1006237589
727	0.1005793206
728	0.1004977824
729	0.1004113538
730	0.1003492898
731	0.1003094012
732	0.1002506169
733	0.1002025321
734	0.1001789927
735	0.1001361235
736	0.1000548485
737	0.1000262911
738	0.09992485716
739	0.09986683149
740	0.09982557188
741	0.09975068393
742	0.09971098333
743	0.09965364438
744	0.09954097923
745	0.09945300918
746	0.09943968869
747	0.09934830984
748	0.0993053377
749	0.09922869725
750	0.09918359905
751	0.09907380375
752	0.09903676185
753	0.09897917654
754	0.09895334203
755	0.0988782351
756	0.09879735038
757	0.09874061902
758	0.09865184859
759	0.09860109838
760	0.09855488292
761	0.09844854803
762	0.09837421704
763	0.09831530555
764	0.09826791982
765	0.09820535905
766	0.09816494001
767	0.09807188715
768	0.09801975321
769	0.09794604731
770	0.09788443419
771	0.09779288048
772	0.0976378479
773	0.09759915083
774	0.0975600429
775	0.09748250382
776	0.09739622935
777	0.09735681202
778	0.09727615889
779	0.09722781731
780	0.09721391438
781	0.09713105978
782	0.09703670036
783	0.09694004703
784	0.09690969515
785	0.09689820308
786	0.09685066139
787	0.09679105037
788	0.09671209954
789	0.09660477694
790	0.09652939227
791	0.09649597557
792	0.09642190159
793	0.0964026115
794	0.09630480659
795	0.09622917891
796	0.09621995569
797	0.09616508917
798	0.09611229134
799	0.09607627105
800	0.09606461778
801	0.09599071173
802	0.09590102279
803	0.09579118434
804	0.09569850068
805	0.09563054617
806	0.09561158753
807	0.0955584731
808	0.09544587153
809	0.0953699138
810	0.09531702605
811	0.09523403881
812	0.09509591185
813	0.09504472059
814	0.09494641356
815	0.09492850391
816	0.09489297181
817	0.09483553061
818	0.09479766747
819	0.0946946212
820	0.09460283527
821	0.09458606403
822	0.09453183744
823	0.09446440053
824	0.0943847197
825	0.09431188722
826	0.09427484967
827	0.09426255134
828	0.0942509791
829	0.09421310776
830	0.09415851674
831	0.09411383978
832	0.09408007342
833	0.09402818613
834	0.0939905835
835	0.09397296013
836	0.09387875332
837	0.09384974671
838	0.09374416002
839	0.0936946934
840	0.09357952284
841	0.09349808082
842	0.09341070652
843	0.09337418467
844	0.09329484566
845	0.09319050068
846	0.09318111625
847	0.09314814782
848	0.09307955036
849	0.09299452341
850	0.09293323621
851	0.09292225558
852	0.09288302867
853	0.0928442947
854	0.09279268802
855	0.09271463148
856	0.09267246567
857	0.09266208562
858	0.09257490475
859	0.092526196
860	0.09248680907
861	0.09244689887
862	0.0924271152
863	0.09237447074
864	0.09221302666
865	0.09211820932
866	0.09207928781
867	0.09204022463
868	0.09194748138
869	0.09190000096
870	0.09182270061
871	0.09174569523
872	0.09166680252
873	0.09160713128
874	0.09157748551
875	0.09154157475
876	0.09151524786
877	0.0914563833
878	0.09138583626
879	0.09131252911
880	0.09126744212
881	0.0912356266
882	0.09115759513
883	0.09113351811
884	0.09107071728
885	0.09099492587
886	0.09093487499
887	0.0908657474
888	0.0908322592
889	0.09080181754
890	0.09071866418
891	0.09068115925
892	0.09059820961
893	0.09051380306
894	0.09047860297
895	0.09038496417
896	0.09028635839
897	0.09019063254
898	0.09011916215
899	0.09008387172
900	0.09001733175
901	0.08996187809
902	0.08992894558
903	0.08986489001
904	0.08979253591
905	0.08974801407
906	0.08971500026
907	0.08963452486
908	0.08951886969
909	0.08946388551
910	0.08941332537
911	0.08936940298
912	0.08931374532
913	0.08920915692
914	0.0891514286
915	0.08904367348
916	0.08902566516
917	0.08895137583
918	0.08888296157
919	0.08883044975
920	0.08877601965
921	0.08872134193
922	0.08867640684
923	0.08861008228
924	0.08858436977
925	0.08854779715
926	0.08846171373
927	0.08840724322
928	0.08831909782
929	0.08826106514
930	0.08819464493
931	0.08812418781
932	0.08805388644
933	0.08796032159
934	0.0879467062
935	0.08793689074
936	0.08792853709
937	0.08791647141
938	0.08790717592
939	0.08781464269
940	0.0877279729
941	0.08771925999
942	0.08766433037
943	0.08760080143
944	0.0875739061
945	0.08751037723
946	0.08744775491
947	0.08742111253
948	0.08738219222
949	0.0873503269
950	0.08731828112
951	0.0873019578
952	0.08722270094
953	0.08713088538
954	0.08706442798
955	0.08702778231
956	0.08699989613
957	0.08699328981
958	0.08697145467
959	0.08687584676
960	0.08679273346
961	0.08671731097
962	0.08670906412
963	0.08667356423
964	0.08665370129
965	0.08663846253
966	0.0866240932
967	0.08656450662
968	0.08651265049
969	0.08644393496
970	0.08640985388
971	0.08633905683
972	0.08625779129
973	0.08620491412
974	0.08614698747
975	0.08611037472
976	0.08606727653
977	0.08600599137
978	0.08597368388
979	0.08588423815
980	0.08585987464
981	0.0857356102
982	0.0856732806
983	0.08563537986
984	0.08561058649
985	0.08559708673
986	0.08554933466
987	0.08553243758
988	0.08549072116
989	0.08544494682
990	0.08541830795
991	0.08538060455
992	0.08537275218
993	0.0853271366
994	0.08526353644
995	0.08519086034
996	0.08515903886
997	0.0851273148
998	0.0850780117
999	0.08505947486
